base_id,scenario_id,schedule_case,V,AHT,OCC,SHK,Hg,T,week_pattern,p_weekdays,weekday_split,weekday_step,K,ratio_target,pos1,pos2,width1,width2,width_assignment_rule,peak_amplitude_rule,peak_amplitude_ratio
D_7d12ffbc9d,D_7d12ffbc9d_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,2,10.0,28.0,20.0,20.0,equal,different_1_lt_2,2.0
D_7d54d48be5,D_7d54d48be5_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,4,22.0,40.0,13.0,17.0,extremes_low_high,different_1_lt_2,2.0
D_7d54d48be5,D_7d54d48be5_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,4,22.0,40.0,13.0,17.0,extremes_low_high,different_1_lt_2,2.0
D_7e1924ce0c,D_7e1924ce0c_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,1,4,14.0,,24.0,,,,
D_7e1924ce0c,D_7e1924ce0c_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,1,4,14.0,,24.0,,,,
D_7e34fe01be,D_7e34fe01be_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,6,22.0,40.0,17.0,13.0,extremes_high_low,different_1_lt_2,2.0
D_7e34fe01be,D_7e34fe01be_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,6,22.0,40.0,17.0,13.0,extremes_high_low,different_1_lt_2,2.0
D_7e922ca15e,D_7e922ca15e_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,2,22.0,40.0,17.0,13.0,extremes_high_low,different_1_gt_2,2.0
D_7e922ca15e,D_7e922ca15e_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,2,22.0,40.0,17.0,13.0,extremes_high_low,different_1_gt_2,2.0
D_7e9ad289dd,D_7e9ad289dd_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,4,10.0,28.0,16.0,25.0,extremes_low_high,different_1_lt_2,2.0
D_7e9ad289dd,D_7e9ad289dd_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,4,10.0,28.0,16.0,25.0,extremes_low_high,different_1_lt_2,2.0
D_7f6e2461ee,D_7f6e2461ee_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,6,12.0,38.0,13.0,17.0,extremes_low_high,different_1_lt_2,2.0
D_7f6e2461ee,D_7f6e2461ee_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,6,12.0,38.0,13.0,17.0,extremes_low_high,different_1_lt_2,2.0
D_7f700a7539,D_7f700a7539_run1,run1,7500,300,0.7,0.2,42,0.5,W1,,,,2,2,12.0,38.0,17.0,17.0,equal,different_1_lt_2,2.0
D_7f700a7539,D_7f700a7539_run2,run2,7500,300,0.7,0.2,42,0.5,W1,,,,2,2,12.0,38.0,17.0,17.0,equal,different_1_lt_2,2.0
D_7fda911203,D_7fda911203_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,4,22.0,40.0,15.0,15.0,equal,equal,2.0
D_7fda911203,D_7fda911203_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,4,22.0,40.0,15.0,15.0,equal,equal,2.0
D_8047dfc16a,D_8047dfc16a_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,4,22.0,40.0,13.0,17.0,extremes_low_high,different_1_lt_2,2.0
D_8047dfc16a,D_8047dfc16a_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,4,22.0,40.0,13.0,17.0,extremes_low_high,different_1_lt_2,2.0
D_80f21c9d46,D_80f21c9d46_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,1,2,25.0,,24.0,,,,
D_80f21c9d46,D_80f21c9d46_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,1,2,25.0,,24.0,,,,
D_810cc48f17,D_810cc48f17_run1,run1,7500,300,0.7,0.2,42,0.5,W1,,,,2,4,10.0,28.0,16.0,16.0,equal,equal,2.0
D_810cc48f17,D_810cc48f17_run2,run2,7500,300,0.7,0.2,42,0.5,W1,,,,2,4,10.0,28.0,16.0,16.0,equal,equal,2.0
D_8131f86a37,D_8131f86a37_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,4,22.0,40.0,13.0,17.0,extremes_low_high,different_1_lt_2,2.0
D_8131f86a37,D_8131f86a37_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,4,22.0,40.0,13.0,17.0,extremes_low_high,different_1_lt_2,2.0
D_815b75be71,D_815b75be71_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,1,2,14.0,,16.0,,,,
D_815b75be71,D_815b75be71_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,1,2,14.0,,16.0,,,,
D_817276b7b1,D_817276b7b1_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,2,22.0,40.0,17.0,17.0,equal,equal,2.0
D_817276b7b1,D_817276b7b1_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,2,22.0,40.0,17.0,17.0,equal,equal,2.0
D_82af3ab1d7,D_82af3ab1d7_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,1,4,14.0,,20.0,,,,
D_82af3ab1d7,D_82af3ab1d7_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,1,4,14.0,,20.0,,,,
D_8367458e47,D_8367458e47_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,6,10.0,28.0,25.0,25.0,equal,equal,2.0
D_8367458e47,D_8367458e47_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,6,10.0,28.0,25.0,25.0,equal,equal,2.0
D_83818a26ff,D_83818a26ff_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,1,4,25.0,,20.0,,,,
D_83818a26ff,D_83818a26ff_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,1,4,25.0,,20.0,,,,
D_83857b2849,D_83857b2849_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,4,10.0,28.0,25.0,16.0,extremes_high_low,different_1_gt_2,2.0
D_83857b2849,D_83857b2849_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,4,10.0,28.0,25.0,16.0,extremes_high_low,different_1_gt_2,2.0
D_8387d247f1,D_8387d247f1_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,1,2,25.0,,16.0,,,,
D_8387d247f1,D_8387d247f1_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,1,2,25.0,,16.0,,,,
D_83a0500693,D_83a0500693_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,6,22.0,40.0,13.0,17.0,extremes_low_high,different_1_gt_2,2.0
D_83a0500693,D_83a0500693_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,6,22.0,40.0,13.0,17.0,extremes_low_high,different_1_gt_2,2.0
D_84061b844a,D_84061b844a_run1,run1,7500,300,0.7,0.2,42,0.5,W1,,,,1,6,25.0,,20.0,,,,
D_84061b844a,D_84061b844a_run2,run2,7500,300,0.7,0.2,42,0.5,W1,,,,1,6,25.0,,20.0,,,,
D_8451946990,D_8451946990_run1,run1,7500,300,0.7,0.2,42,0.5,W1,,,,2,4,22.0,40.0,17.0,13.0,extremes_high_low,different_1_gt_2,2.0
D_8451946990,D_8451946990_run2,run2,7500,300,0.7,0.2,42,0.5,W1,,,,2,4,22.0,40.0,17.0,13.0,extremes_high_low,different_1_gt_2,2.0
D_8460efad1b,D_8460efad1b_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,1,6,14.0,,24.0,,,,
D_8460efad1b,D_8460efad1b_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,1,6,14.0,,24.0,,,,
D_84f801855c,D_84f801855c_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,1,4,25.0,,24.0,,,,
D_84f801855c,D_84f801855c_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,1,4,25.0,,24.0,,,,
D_85102da8f5,D_85102da8f5_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,10.0,28.0,25.0,16.0,extremes_high_low,different_1_lt_2,2.0
D_85102da8f5,D_85102da8f5_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,10.0,28.0,25.0,16.0,extremes_high_low,different_1_lt_2,2.0
D_855d0c441e,D_855d0c441e_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,1,6,25.0,,20.0,,,,
D_855d0c441e,D_855d0c441e_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,1,6,25.0,,20.0,,,,
D_8594608503,D_8594608503_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,22.0,40.0,13.0,17.0,extremes_low_high,different_1_lt_2,2.0
D_8594608503,D_8594608503_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,22.0,40.0,13.0,17.0,extremes_low_high,different_1_lt_2,2.0
D_85aedeec56,D_85aedeec56_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,4,12.0,38.0,13.0,13.0,equal,different_1_gt_2,2.0
D_85aedeec56,D_85aedeec56_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,4,12.0,38.0,13.0,13.0,equal,different_1_gt_2,2.0
D_85b356211e,D_85b356211e_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,4,12.0,38.0,17.0,17.0,equal,different_1_lt_2,2.0
D_85b356211e,D_85b356211e_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,4,12.0,38.0,17.0,17.0,equal,different_1_lt_2,2.0
D_85ea5699a8,D_85ea5699a8_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,2,12.0,38.0,17.0,17.0,equal,different_1_lt_2,2.0
D_85ea5699a8,D_85ea5699a8_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,2,12.0,38.0,17.0,17.0,equal,different_1_lt_2,2.0
D_85f3583c0c,D_85f3583c0c_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,6,22.0,40.0,13.0,17.0,extremes_low_high,equal,2.0
D_85f3583c0c,D_85f3583c0c_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,6,22.0,40.0,13.0,17.0,extremes_low_high,equal,2.0
D_85fc8f0e6d,D_85fc8f0e6d_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,2,10.0,28.0,25.0,16.0,extremes_high_low,different_1_gt_2,2.0
D_85fc8f0e6d,D_85fc8f0e6d_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,2,10.0,28.0,25.0,16.0,extremes_high_low,different_1_gt_2,2.0
D_860aecd728,D_860aecd728_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,4,12.0,38.0,13.0,13.0,equal,different_1_gt_2,2.0
D_860aecd728,D_860aecd728_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,4,12.0,38.0,13.0,13.0,equal,different_1_gt_2,2.0
D_861a0d0b71,D_861a0d0b71_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,4,22.0,40.0,15.0,15.0,equal,different_1_gt_2,2.0
D_861a0d0b71,D_861a0d0b71_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,4,22.0,40.0,15.0,15.0,equal,different_1_gt_2,2.0
D_866fad28f2,D_866fad28f2_run1,run1,7500,300,0.7,0.2,42,0.5,W1,,,,2,2,22.0,40.0,13.0,13.0,equal,equal,2.0
D_866fad28f2,D_866fad28f2_run2,run2,7500,300,0.7,0.2,42,0.5,W1,,,,2,2,22.0,40.0,13.0,13.0,equal,equal,2.0
D_868d835137,D_868d835137_run1,run1,7500,300,0.7,0.2,42,0.5,W1,,,,2,6,12.0,38.0,17.0,13.0,extremes_high_low,different_1_gt_2,2.0
D_868d835137,D_868d835137_run2,run2,7500,300,0.7,0.2,42,0.5,W1,,,,2,6,12.0,38.0,17.0,13.0,extremes_high_low,different_1_gt_2,2.0
D_86a22cc834,D_86a22cc834_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,2,12.0,38.0,17.0,13.0,extremes_high_low,different_1_lt_2,2.0
D_86a22cc834,D_86a22cc834_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,2,12.0,38.0,17.0,13.0,extremes_high_low,different_1_lt_2,2.0
D_86a520e486,D_86a520e486_run1,run1,7500,300,0.7,0.2,42,0.5,W1,,,,2,4,22.0,40.0,13.0,13.0,equal,equal,2.0
D_86a520e486,D_86a520e486_run2,run2,7500,300,0.7,0.2,42,0.5,W1,,,,2,4,22.0,40.0,13.0,13.0,equal,equal,2.0
D_86afbdc1c7,D_86afbdc1c7_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,6,10.0,28.0,16.0,16.0,equal,equal,2.0
D_86afbdc1c7,D_86afbdc1c7_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,6,10.0,28.0,16.0,16.0,equal,equal,2.0
D_8701610d0f,D_8701610d0f_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,2,22.0,40.0,17.0,17.0,equal,different_1_gt_2,2.0
D_8701610d0f,D_8701610d0f_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,2,22.0,40.0,17.0,17.0,equal,different_1_gt_2,2.0
D_870c012006,D_870c012006_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,6,10.0,28.0,25.0,25.0,equal,different_1_lt_2,2.0
D_870c012006,D_870c012006_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,6,10.0,28.0,25.0,25.0,equal,different_1_lt_2,2.0
D_87a6c48bf0,D_87a6c48bf0_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,4,12.0,38.0,15.0,15.0,equal,different_1_gt_2,2.0
D_87a6c48bf0,D_87a6c48bf0_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,4,12.0,38.0,15.0,15.0,equal,different_1_gt_2,2.0
D_87c5c50e27,D_87c5c50e27_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,2,10.0,28.0,25.0,25.0,equal,equal,2.0
D_87c5c50e27,D_87c5c50e27_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,2,10.0,28.0,25.0,25.0,equal,equal,2.0
D_87db1c73de,D_87db1c73de_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,1,4,36.0,,24.0,,,,
D_87db1c73de,D_87db1c73de_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,1,4,36.0,,24.0,,,,
D_886225d0d5,D_886225d0d5_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,4,22.0,40.0,13.0,17.0,extremes_low_high,different_1_gt_2,2.0
D_886225d0d5,D_886225d0d5_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,4,22.0,40.0,13.0,17.0,extremes_low_high,different_1_gt_2,2.0
D_8887b7feec,D_8887b7feec_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,2,10.0,28.0,16.0,16.0,equal,equal,2.0
D_8887b7feec,D_8887b7feec_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,2,10.0,28.0,16.0,16.0,equal,equal,2.0
D_88a5fb543f,D_88a5fb543f_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,2,12.0,38.0,13.0,17.0,extremes_low_high,equal,2.0
D_88a5fb543f,D_88a5fb543f_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,2,12.0,38.0,13.0,17.0,extremes_low_high,equal,2.0
D_88dcc79007,D_88dcc79007_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,4,12.0,38.0,15.0,15.0,equal,different_1_lt_2,2.0
D_88dcc79007,D_88dcc79007_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,4,12.0,38.0,15.0,15.0,equal,different_1_lt_2,2.0
D_88ed0a981d,D_88ed0a981d_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,2,22.0,40.0,17.0,13.0,extremes_high_low,equal,2.0
D_88ed0a981d,D_88ed0a981d_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,2,22.0,40.0,17.0,13.0,extremes_high_low,equal,2.0
D_8953a74a06,D_8953a74a06_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,4,22.0,40.0,17.0,13.0,extremes_high_low,different_1_lt_2,2.0
D_8953a74a06,D_8953a74a06_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,4,22.0,40.0,17.0,13.0,extremes_high_low,different_1_lt_2,2.0
D_8982af9055,D_8982af9055_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,6,12.0,38.0,17.0,17.0,equal,different_1_lt_2,2.0
D_8982af9055,D_8982af9055_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,6,12.0,38.0,17.0,17.0,equal,different_1_lt_2,2.0
D_8a114ebeed,D_8a114ebeed_run1,run1,7500,300,0.7,0.2,42,0.5,W1,,,,2,4,10.0,28.0,20.0,20.0,equal,different_1_lt_2,2.0
D_8a114ebeed,D_8a114ebeed_run2,run2,7500,300,0.7,0.2,42,0.5,W1,,,,2,4,10.0,28.0,20.0,20.0,equal,different_1_lt_2,2.0
D_8a3013d9cf,D_8a3013d9cf_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,1,6,14.0,,16.0,,,,
D_8a3013d9cf,D_8a3013d9cf_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,1,6,14.0,,16.0,,,,
D_8a70def265,D_8a70def265_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,2,22.0,40.0,15.0,15.0,equal,equal,2.0
D_8a70def265,D_8a70def265_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,2,22.0,40.0,15.0,15.0,equal,equal,2.0
D_8a8143f30a,D_8a8143f30a_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,2,22.0,40.0,17.0,17.0,equal,equal,2.0
D_8a8143f30a,D_8a8143f30a_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,2,22.0,40.0,17.0,17.0,equal,equal,2.0
D_8b11f390ea,D_8b11f390ea_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,2,22.0,40.0,13.0,17.0,extremes_low_high,different_1_gt_2,2.0
D_8b11f390ea,D_8b11f390ea_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,2,22.0,40.0,13.0,17.0,extremes_low_high,different_1_gt_2,2.0
D_8b5640bcf5,D_8b5640bcf5_run1,run1,7500,300,0.7,0.2,42,0.5,W1,,,,2,2,12.0,38.0,17.0,17.0,equal,different_1_gt_2,2.0
D_8b5640bcf5,D_8b5640bcf5_run2,run2,7500,300,0.7,0.2,42,0.5,W1,,,,2,2,12.0,38.0,17.0,17.0,equal,different_1_gt_2,2.0
D_8b872d0d7e,D_8b872d0d7e_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,2,10.0,28.0,16.0,25.0,extremes_low_high,different_1_lt_2,2.0
D_8b872d0d7e,D_8b872d0d7e_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,2,10.0,28.0,16.0,25.0,extremes_low_high,different_1_lt_2,2.0
D_8bb2ed7e09,D_8bb2ed7e09_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,6,22.0,40.0,13.0,17.0,extremes_low_high,different_1_lt_2,2.0
D_8bb2ed7e09,D_8bb2ed7e09_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,6,22.0,40.0,13.0,17.0,extremes_low_high,different_1_lt_2,2.0
D_8befca81d8,D_8befca81d8_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,1,6,14.0,,16.0,,,,
D_8befca81d8,D_8befca81d8_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,1,6,14.0,,16.0,,,,
D_8c02f79560,D_8c02f79560_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,6,10.0,28.0,16.0,16.0,equal,different_1_gt_2,2.0
D_8c02f79560,D_8c02f79560_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,6,10.0,28.0,16.0,16.0,equal,different_1_gt_2,2.0
D_8c9e3738dc,D_8c9e3738dc_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,4,10.0,28.0,25.0,25.0,equal,different_1_gt_2,2.0
D_8c9e3738dc,D_8c9e3738dc_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,4,10.0,28.0,25.0,25.0,equal,different_1_gt_2,2.0
D_8d05dfab84,D_8d05dfab84_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,1,6,36.0,,24.0,,,,
D_8d05dfab84,D_8d05dfab84_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,1,6,36.0,,24.0,,,,
D_8d25097990,D_8d25097990_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,4,10.0,28.0,16.0,16.0,equal,equal,2.0
D_8d25097990,D_8d25097990_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,4,10.0,28.0,16.0,16.0,equal,equal,2.0
D_8d3dc03d14,D_8d3dc03d14_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,6,22.0,40.0,13.0,17.0,extremes_low_high,different_1_lt_2,2.0
D_8d3dc03d14,D_8d3dc03d14_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,6,22.0,40.0,13.0,17.0,extremes_low_high,different_1_lt_2,2.0
D_8d72277a87,D_8d72277a87_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,4,12.0,38.0,13.0,17.0,extremes_low_high,different_1_gt_2,2.0
D_8d72277a87,D_8d72277a87_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,4,12.0,38.0,13.0,17.0,extremes_low_high,different_1_gt_2,2.0
D_8dcbb4ef88,D_8dcbb4ef88_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,4,12.0,38.0,15.0,15.0,equal,different_1_gt_2,2.0
D_8dcbb4ef88,D_8dcbb4ef88_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,4,12.0,38.0,15.0,15.0,equal,different_1_gt_2,2.0
D_8ded39fb2a,D_8ded39fb2a_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,4,22.0,40.0,17.0,13.0,extremes_high_low,different_1_gt_2,2.0
D_8ded39fb2a,D_8ded39fb2a_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,4,22.0,40.0,17.0,13.0,extremes_high_low,different_1_gt_2,2.0
D_8dfb11425f,D_8dfb11425f_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,2,10.0,28.0,25.0,25.0,equal,different_1_lt_2,2.0
D_8dfb11425f,D_8dfb11425f_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,2,10.0,28.0,25.0,25.0,equal,different_1_lt_2,2.0
D_8e30f11996,D_8e30f11996_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,6,12.0,38.0,17.0,17.0,equal,equal,2.0
D_8e30f11996,D_8e30f11996_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,6,12.0,38.0,17.0,17.0,equal,equal,2.0
D_8e5ae5e50c,D_8e5ae5e50c_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,2,10.0,28.0,16.0,25.0,extremes_low_high,equal,2.0
D_8e5ae5e50c,D_8e5ae5e50c_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,2,10.0,28.0,16.0,25.0,extremes_low_high,equal,2.0
D_8e890de330,D_8e890de330_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,4,10.0,28.0,25.0,25.0,equal,equal,2.0
D_8e890de330,D_8e890de330_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,4,10.0,28.0,25.0,25.0,equal,equal,2.0
D_8f3f445381,D_8f3f445381_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,2,12.0,38.0,13.0,17.0,extremes_low_high,equal,2.0
D_8f3f445381,D_8f3f445381_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,2,12.0,38.0,13.0,17.0,extremes_low_high,equal,2.0
